MANAGING_AGCY_CD,SHORT_DESCR,ClntAgcyCode,AgcyName,project_id,OCCURRENCE_ID,pobject,phasetype,PlannedAmt,CommittedAmt,LiquidatedAmt,AvailableAmt,DataAsOF
850,NEW CENTER                                                  ,125,DEPARTMENT FOR THE AGING,AGC-QUEEN,009,DSGN,CAP,1000,111640,111640,-110640,12/15/2017
850,"KINGSBAY SENIOR CENTER, BROOKLYN                            ",096,HUMAN RESOURCES ADMINISTRATION,AGC001KBC,014,DSGN,CAP,5000,123578,123578,-118578,12/15/2017
850,VANDALIA SR CTR/HVAC                                        ,125,DEPARTMENT FOR THE AGING,AGC001VCR,002,DSGN,CAP,10000,0,0,10000,12/15/2017
850,VANDALIA SR CTR/HVAC                                        ,125,DEPARTMENT FOR THE AGING,AGC001VCR,007,CONS,CAP,5000,0,0,5000,12/15/2017
850,LEONARD COVELLO                                             ,125,DEPARTMENT FOR THE AGING,AGCOVELLO,004,SVCS,CAP,99000,983433,877673,-884433,12/15/2017
850,NYCHANGE PROJECT WITH DFTA                                  ,125,DEPARTMENT FOR THE AGING,AGNYCHANG,011,CONS,CAP,1692000,0,0,1692000,12/15/2017
850,TODT HILL SENIOR CENTER - A/C SYSTEMS                       ,125,DEPARTMENT FOR THE AGING,AGR001TAC,026,IFSP,IFA,20000,9627,9627,10373,12/15/2017
850,JASA BRONX GROUP SERVICES                                   ,125,DEPARTMENT FOR THE AGING,AGX001LC ,016,CONS,CAP,18000,0,0,18000,12/15/2017
850,RECONSTRUCTION OF ARMORIES IN BKLYN. AND THE BRONX          ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ARMORIES ,017,IFSP,IFA,350000,168259,168259,181741,12/15/2017
850,"SERVICE CONTRACT FOR BORINGS, FY05-6                        ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10PP  ,002,CTGY,CAP,3600000,457415,457415,3142585,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10WW  ,005,SVCS,CAP,200000,197203,197203,2797,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10WW  ,011,SVCS,CAP,0,0,0,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10WW  ,018,SVCS,CAP,0,0,0,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10XX  ,005,SVCS,CAP,600000,600000,570000,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10XX  ,014,SVCS,CAP,0,0,0,0,12/15/2017
850,"REPLACE 6-IN MAINS, BKLYN                                   ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-745  ,002,CNSP,CAP,0,0,0,0,12/15/2017
850,OCEAN PKWY BRDG OVER LIRR                                   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-748  ,004,CONS,CAP,555000,0,0,555000,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,009,CONS,CAP,669000,0,0,669000,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,019,CTGY,CAP,500000,0,0,500000,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,020,CTGY,CAP,2000000,0,0,2000000,12/15/2017
850,"DCLA MMA - Air Handler Replacements:  WHVAC-2, 3, 4, & 5    ",856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ACEDCA437,001,CONS,CAP,1164000,1164263,1106050,-263,12/15/2017
850,DSNY - LIGHTING DEBUNDLING PROJECTS                         ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ACEDOS501,101,IFSP,IFA,625000,499270,499270,125730,12/15/2017
850,Betts Boilers Replacement                                   ,827,DEPARTMENT OF SANITATION,ACEDOS503,005,CONS,CAP,499000,499000,0,0,12/15/2017
850,SCSC-SUNYSIDE COMMUNITY SENIOR CENTER                       ,125,DEPARTMENT FOR THE AGING,AG-QSUNY ,002,CONS,CAP,1770000,1769999,1711699,1,12/15/2017
850,PROJECT OPEN DOOR                                           ,125,DEPARTMENT FOR THE AGING,AG1OPDR  ,017,IFSP,IFA,119000,118783,118783,217,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,032,IFSP,IFA,17000,16986,16986,14,12/15/2017
850,NEW CENTER                                                  ,125,DEPARTMENT FOR THE AGING,AGC-QUEEN,001,DSGN,CAP,68000,67467,63251,533,12/15/2017
850,NEW CENTER                                                  ,125,DEPARTMENT FOR THE AGING,AGC-QUEEN,006,DSGN,CAP,1000,52600,50220,-51600,12/15/2017
850,NEW CENTER                                                  ,125,DEPARTMENT FOR THE AGING,AGC-QUEEN,009,CONS,CAP,110000,0,0,110000,12/15/2017
850,NEW DORP SEN  CENTER                                        ,125,DEPARTMENT FOR THE AGING,AGC001NDF,014,CONS,CAP,19000,0,0,19000,12/15/2017
850,LEONARD COVELLO                                             ,125,DEPARTMENT FOR THE AGING,AGCOVELLO,005,CONS,CAP,417000,392118,285742,24882,12/15/2017
850,WOODSIDE SENIOR CENTER RECONSTRUCTION                       ,125,DEPARTMENT FOR THE AGING,AGCWOODRE,004,DSGN,CAP,4000,1023813,1023813,-1019813,12/15/2017
850,SCSC-SUNYSIDE COMMUNITY SENIOR CENTER                       ,126,DEPARTMENT OF CULTURAL AFFAIRS,AGQSUNY2 ,001,EQFN,CAP,0,0,0,0,12/15/2017
850,RECONSTRUCTION OF ARMORIES IN BKLYN. AND THE BRONX          ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ARMORIES ,005,IFSP,IFA,600000,600000,600000,0,12/15/2017
850,SEWER CONSTRUCTION                                          ,826,DEPT OF ENVIRONMENTAL PROTECTION,AUGSEWC  ,003,CONS,CAP,0,0,0,0,12/15/2017
850,REPLACE SEWER                                               ,826,DEPT OF ENVIRONMENTAL PROTECTION,AUGSEWR  ,003,CONS,CAP,0,0,0,0,12/15/2017
850,"SERVICE CONTRACT FOR BORINGS, FY08-09                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10UU  ,004,SVCS,CAP,500000,500000,500000,0,12/15/2017
850,"SERVICE CONTRACT FOR BORINGS, FY08-09                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10UU  ,005,SVCS,CAP,1000000,188379,188379,811621,12/15/2017
850,"REPLACE 6-IN MAINS, BKLYN                                   ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-745  ,004,CONS,CAP,1700000,0,0,1700000,12/15/2017
850,"REPLACE 6-IN MAINS, BKLYN                                   ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-745  ,005,CONS,CAP,10041000,0,0,10041000,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,017,CONS,CAP,17862000,2724688,2724688,15137312,12/15/2017
850,"REPLACE WATER MAIN IN CRESCENT ST, BK                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-762  ,003,CNSP,CAP,2187000,2186166,2047586,834,12/15/2017
850,"REPLACE WATER MAIN IN CROPSEY AVE, BK                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-763  ,602,IFSP,IFA,60000,10457,10457,49543,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 23B - PHASE I               ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-768A ,005,IFSP,IFA,0,0,0,0,12/15/2017
850,"REPLACEMENT OF  8"" AND 12"" AND 20"" DISTRIBUTION MAINS       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-771  ,007,CONS,CAP,210000,0,0,210000,12/15/2017
850,"REPLACEMENT OF  8"" AND 12"" AND 20"" DISTRIBUTION MAINS       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-771  ,011,IFSP,IFA,245000,244255,244255,745,12/15/2017
850,"REPLACEMENT OF  8"" AND 12"" AND 20"" DISTRIBUTION MAINS       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-771  ,014,IFSP,IFA,376000,375775,375775,225,12/15/2017
850,REPLACEMENT OF DISTRIBUTION MAINS                           ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-772  ,004,CONS,CAP,728000,399261,399261,328739,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,013,CONS,CAP,134000,133904,0,96,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,016,CONS,CAP,126000,125362,0,638,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T CARLTON & CLASSON ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778  ,011,CONS,CAP,233000,232674,16493,326,12/15/2017
850,Interior and rear courtyard renovations                     ,125,DEPARTMENT FOR THE AGING,AG-1LEON ,009,DSGN,CAP,623000,622999,622999,1,12/15/2017
850,BETANCES KITCHEN & ANSUL SUPP(VAR SITES)                    ,125,DEPARTMENT FOR THE AGING,AG1BKE   ,001,DSGN,CAP,8000,0,0,8000,12/15/2017
850,PROJECT OPEN DOOR                                           ,125,DEPARTMENT FOR THE AGING,AG1OPDR  ,012,CONS,CAP,229000,229000,229000,0,12/15/2017
850,PROJECT OPEN DOOR                                           ,125,DEPARTMENT FOR THE AGING,AG1OPDR  ,014,EQFN,CAP,7000,2534886,1954719,-2527886,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,024,SVCS,CAP,3000,0,0,3000,12/15/2017
850,SIROVICH SR CTR-INFRASTRUCTURE                              ,125,DEPARTMENT FOR THE AGING,AG1SIRR4P,106,CONS,CAP,527000,527000,527000,0,12/15/2017
850,SIROVICH SR CTR-INFRASTRUCTURE                              ,125,DEPARTMENT FOR THE AGING,AG1SIRR4P,117,EQFN,CAP,1000,28619,18127,-27619,12/15/2017
850,SIROVICH ROOF TERRACE                                       ,125,DEPARTMENT FOR THE AGING,AG1SIRRTE,004,IFSP,IFA,12000,12000,12000,0,12/15/2017
850,LENOX HILL PLAZA                                            ,125,DEPARTMENT FOR THE AGING,AGC-LENPL,001,CONS,CAP,6000,0,0,6000,12/15/2017
850,LENOX HILL PLAZA                                            ,125,DEPARTMENT FOR THE AGING,AGC-LENPL,113,IFSP,IFA,60000,21300,21300,38700,12/15/2017
850,"KINGSBAY SENIOR CENTER, BROOKLYN                            ",096,HUMAN RESOURCES ADMINISTRATION,AGC001KBC,021,IFSP,IFA,60000,23156,23156,36844,12/15/2017
850,NEW DORP SEN  CENTER                                        ,125,DEPARTMENT FOR THE AGING,AGC001NDF,009,CTGY,CAP,11000,32662,32662,-21662,12/15/2017
850,NEW DORP SEN  CENTER                                        ,125,DEPARTMENT FOR THE AGING,AGC001NDF,013,CONS,CAP,2000,0,0,2000,12/15/2017
850,LEONARD COVELLO                                             ,125,DEPARTMENT FOR THE AGING,AGCOVELLO,002,IFSP,IFA,90000,3837,3837,86163,12/15/2017
850,LEONARD COVELLO                                             ,125,DEPARTMENT FOR THE AGING,AGCOVELLO,003,DSGN,CAP,125000,125306,125306,-306,12/15/2017
850,JASA IT upgrade                                             ,125,DEPARTMENT FOR THE AGING,AGDJASAIT,001,EQFN,CAP,500000,500000,500000,0,12/15/2017
850,Tomche Shabbos Boro Park VH                                 ,125,DEPARTMENT FOR THE AGING,AGDTOMS  ,001,EQVH,CAP,35000,35000,35000,0,12/15/2017
850,JASA BRONX GROUP SERVICES                                   ,125,DEPARTMENT FOR THE AGING,AGX001LC ,007,SVCS,CAP,1000,0,0,1000,12/15/2017
850,"BORINGS, FY'99                                              ",856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10JJ  ,004,SVCS,CAP,240000,0,0,240000,12/15/2017
850,"BORING, FY01                                                ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10MM  ,004,SVCS,CAP,300000,300000,300000,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10XX  ,021,SVCS,CAP,0,0,0,0,12/15/2017
850,OCEAN PKWY BRDG OVER LIRR                                   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-748  ,002,CNSP,CAP,34000,0,0,34000,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,008,IFSP,IFA,663000,662262,662262,738,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 20B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-765  ,002,IFDS,IFA,186000,185448,185448,552,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 23B - PHASE II              ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-768B ,005,CONS,CAP,1600000,0,0,1600000,12/15/2017
850,REPLACEMENT OF VALVES AND REGULATORS                        ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-769  ,006,CONS,CAP,7354000,7333334,6498111,20666,12/15/2017
850,"REPLACEMENT OF  8"" AND 12"" AND 20"" DISTRIBUTION MAINS       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-771  ,009,IFSP,IFA,690000,689865,689865,135,12/15/2017
850,DISTRIBUTION WATER MAINS  IN  4 AV - 80 ST AND 95 ST        ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-774  ,008,CONS,CAP,134000,99726,99726,34274,12/15/2017
850,"WM REPLMT EAST NEW YORK AVE B/T HOWARD AV & PACIFIC ST, ETC ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-776  ,007,DSGN,CAP,35000,34446,0,554,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,001,CONS,CAP,20055000,20054443,224974,557,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,014,CONS,CAP,37000,36537,0,463,12/15/2017
850,DCLA: MMA Air Handlier Replacement JHVAC-4                  ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ACEDCA436,002,IFSP,IFA,30000,30000,0,0,12/15/2017
850,BELLEVUE INTAKE CENTER                                      ,096,HUMAN RESOURCES ADMINISTRATION,ACSBELL  ,028,DSGN,CAP,25000,0,0,25000,12/15/2017
850,SCSC-SUNYSIDE COMMUNITY SENIOR CENTER                       ,125,DEPARTMENT FOR THE AGING,AG-QSUNY ,006,CONS,CAP,0,0,0,0,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,004,DSGN,CAP,23000,0,0,23000,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,005,DSGN,CAP,12000,0,0,12000,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,010,IFSP,IFA,130000,130000,130000,0,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,027,CONS,CAP,30000,29786,29786,214,12/15/2017
850,SIROVICH-INT WATER DAMAGE REPAIR AND RENOVATIONS            ,125,DEPARTMENT FOR THE AGING,AG1SIRR4 ,008,CONS,CAP,1150000,1150000,1150000,0,12/15/2017
850,SIROVICH-INT WATER DAMAGE REPAIR AND RENOVATIONS            ,125,DEPARTMENT FOR THE AGING,AG1SIRR4 ,009,CONS,CAP,1304000,1304000,1304000,0,12/15/2017
850,SIROVICH STRUCTURAL REINFORCEMENT OF 6TH FLOOR              ,125,DEPARTMENT FOR THE AGING,AG1SIRRST,003,SVCS,CAP,18000,0,0,18000,12/15/2017
850,SIROVICH STRUCTURAL REINFORCEMENT OF 6TH FLOOR              ,125,DEPARTMENT FOR THE AGING,AG1SIRRST,006,CONS,CAP,0,0,0,0,12/15/2017
850,LENOX HILL PLAZA                                            ,125,DEPARTMENT FOR THE AGING,AGC-LENPL,100,CONS,CAP,718000,715402,715402,2598,12/15/2017
850,LENOX HILL PLAZA                                            ,125,DEPARTMENT FOR THE AGING,AGC-LENPL,103,CONS,CAP,151000,150196,150196,804,12/15/2017
850,HOPE GARDENS/ADA (FRONT DOOR)                               ,125,DEPARTMENT FOR THE AGING,AGC001HGM,005,CONS,CAP,0,0,0,0,12/15/2017
850,NEW DORP SEN  CENTER                                        ,125,DEPARTMENT FOR THE AGING,AGC001NDF,016,IFSP,IFA,79000,29208,29208,49792,12/15/2017
850,VANDALIA SR CTR/HVAC                                        ,125,DEPARTMENT FOR THE AGING,AGC001VCR,008,CONS,CAP,149000,0,0,149000,12/15/2017
850,LEONARD COVELLO                                             ,125,DEPARTMENT FOR THE AGING,AGCOVELLO,001,SVCS,CAP,24000,816706,741364,-792706,12/15/2017
850,LEONARD COVELLO                                             ,125,DEPARTMENT FOR THE AGING,AGCOVELLO,004,CONS,CAP,905000,0,0,905000,12/15/2017
850,WOODSIDE SENIOR CENTER RECONSTRUCTION                       ,125,DEPARTMENT FOR THE AGING,AGCWOODRE,011,IFSP,IFA,240000,239946,239946,54,12/15/2017
850,"DOROT, INC.                                                 ",125,DEPARTMENT FOR THE AGING,AGDDORT  ,101,IFSP,IFA,0,0,0,0,12/15/2017
850,JEWISH HOME AND HOSPITAL FOR THE AGED                       ,125,DEPARTMENT FOR THE AGING,AGMHOME  ,002,IFSP,IFA,0,0,0,0,12/15/2017
850,NYCHANGE PROJECT WITH DFTA                                  ,125,DEPARTMENT FOR THE AGING,AGNYCHANG,013,CONS,CAP,600000,0,0,600000,12/15/2017
850,TODT HILL SENIOR CENTER - A/C SYSTEMS                       ,125,DEPARTMENT FOR THE AGING,AGR001TAC,001,DSGN,CAP,26000,0,0,26000,12/15/2017
850,TODT HILL SENIOR CENTER - A/C SYSTEMS                       ,125,DEPARTMENT FOR THE AGING,AGR001TAC,007,SVCS,CAP,9000,0,0,9000,12/15/2017
850,TODT HILL SENIOR CENTER - A/C SYSTEMS                       ,125,DEPARTMENT FOR THE AGING,AGR001TAC,025,IFSP,IFA,27000,0,0,27000,12/15/2017
850,RECONSTRUCTION OF ARMORIES IN BKLYN. AND THE BRONX          ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ARMORIES ,001,CONS,CAP,5490000,5487546,5487546,2454,12/15/2017
850,"BORINGS, FY'99                                              ",856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10II  ,001,SVCS,CAP,669000,0,0,669000,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10WW  ,017,SVCS,CAP,0,0,0,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10XX  ,012,SVCS,CAP,0,0,0,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10XX  ,015,SVCS,CAP,0,0,0,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10YY  ,003,SVCS,CAP,1000000,0,0,1000000,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,012,CONS,CAP,8409000,0,0,8409000,12/15/2017
